Anacamptis laxiflora;-  Plante vivace de 30-60 cm, glabre, à tubercules ovoïdes entiers  - feuilles dressées jusqu'au sommet de la tige, lancéolées-linéaires aiguës, pliées, vertes  - fleurs d'un pourpre foncé, grandes, en épi long et très lâche  - bractées rougeâtres, plurinervées, un peu plus courtes que l'ovaire  - divisions extérieures du périanthe étalées-dressées ou un peu renversées  - labelle large, non ponctué, sub-bilobé, à lobe moyen presque nul ou bien plus court que les latéraux fortement réfléchis  - éperon ascendant-horizontal, dilaté-échancré au sommet, d'un tiers à peine plus court que l'ovaire.
Anacamptis morio;"-  Plante vivace de 10-40 cm, glabre, à tubercules subglobuleux  - feuilles lancéolées, non mucronées, vertes  - fleurs purpurines, violacées, rosées ou blanches, striées de vert et ponctuées de rouge, moyennes, en épi court peu fourni et lâche  - bractées à 1-3 nervures, égalant à peine l'ovaire  - divisions du périanthe libres, conniventes en casque subglobuleux très obtus  - labelle à peine plus long que le casque, plus large que long, subtrilobé, les lobes latéraux plus grands, réfléchis, rongés-crénelés  - éperon ascendant ou horizontal, presque droit, un peu plus court que l'ovaire.
Varie dans le Midi, à fleurs petites, éperon plus long, feuilles mucronées, avec tubercules subsessiles (O. picta Lois.) ou quelques-uns pédicellés (O. champagneuxii Barnéoud)."
Anacamptis morio subsp.;Cette sous-espèce est caractérisée par des individus élancés pouvant dépasser 30 cm de haut, ainsi que des fleurs à labelle mesurant généralement 7 mm de long ou moins et à éperon long de plus de 1,3 fois la taille du labelle.
Anacamptis morio subsp. picta;Cette sous-espèce est caractérisée par des individus élancés pouvant dépasser 30 cm de haut, ainsi que des fleurs à labelle mesurant généralement 7 mm de long ou moins et à éperon long de plus de 1,3 fois la taille du labelle.
Anacamptis palustris;-  Voisin du précédent. Plante vivace de 30-60 cm, plus grêle, plus élancée, à feuilles dressées étroitement lancéolées-linéaires aiguës  - fleurs d'un pourpre moins foncé, en épi lâche  - bractées dépassant l'ovaire  - labelle arrondi, marqué de nombreux petites points à la base, à 3 lobes peu profonds, le moyen échancré, aussi long ou souvent plus long que les latéraux d'abord étalés puis réfléchis - éperon horizontal ou dirigé en bas, cylindracé-conique, atténué-obtus au sommet, d'un tiers plus court que l'ovaire.
Anacamptis papilionacea;-  Plante vivace de 10-40 cm, glabre, à tubercules ovoïdes entiers : feuilles lancéolées-linéaires, vertes  - fleurs d'un rouge écarlate, grandes, en épi ovale pauciflore assez lâche  - bractées roses, multinervées, dépassant l'ovaire  - divisions externes du périanthe ovales-lancéolées, égales, libres, conniventes en casque allongé, un peu étalées au sommet  - labelle grand, plus long que le casque, simple, étalé, suborbiculaire ou ovale, rétréci à la base, strié en éventail, crénelé-crispé au bord  - éperon dirigé en bas, un peu plus court que l'ovaire.
Anacamptis pyramidalis;Plante vivace de 25 à 60 cm, glabre, grêle, élancée, à tubercules ovoïdes entiers. Feuilles lancéolées-linéaires, vertes. Fleurs rose pâle à rose vif, occasionnellement blanches, petites, en épi court ovoïde-conique obtus très serré. Bractées rosées, à 1 à 3 nervures, égalant l'ovaire. Divisions extérieures du périanthe un peu aiguës, les latérales étalées-dressées, la supérieure un peu connivente avec les 2 intérieures. Labelle étalé, plus large que long, muni à la base de 2 petites lamelles verticales, tripartite, à lobes presque égaux, oblongs-obtus. Eperon dirigé en bas, filiforme, dépassant l'ovaire. Rétinacles soudés, bursicule à 1 loge.
Anacamptis pyramidalis var. tanayensis;Cette variété est caractérisée par des fleurs dont la longueur de l’éperon ne dépasse pas celle de l’ovaire et à corolle pourpre foncé.
Anacyclus clavatus;-  Plante annuelle à tige de 2-4 dm, dressée, pubescente ou velue, rameuse  - feuilles bipennatiséquées à segments très étroits, mucronulés  - folioles de l'involucre dépourvues d'appendice au sommet  - écailles du réceptacle larges, obovales à sommet triangulaire, obtus  - akènes petites, cunéiformes, très comprimés, légèrement creusés de linéoles, les extérieurs entourés d'une aile très large, hyaline, très mince, prolongée de chaque coté au sommet en lobes obtus  - les intérieurs dépourvus d'ailes  - capitules larges de 2 12 à 3 cm de diamètre terminant les rameaux à la fin, épaissis au sommet  - fleurs tubuleuses jaunes, ligules blanches.
Anacyclus radiatus;-  Plante annuelle à tige de 2-6 dm dressée, rameuse, velue ou presque glabre - feuilles bipennatiséquées à segments linéaires, mucronulés  - involucre à folioles intérieures oblongues-linéaires, élargies, appendiculées et frangées au sommet  - écailles du réceptacle obovales-cunéiformes à sommet triangulaire, aigu  - akènes de la circonférence, plans, très comprimés, bordés d'une aile hyaline très mince, large, prolongée de chaque côté, au sommet en deux lobes aigus et dressés  - akènes du centre à ailes très étroites  - capitules larges de 3 à 3 12 cm de diamètre, terminant les rameaux à la fin épaissis au sommet  - fleurs jaunes.
Anacyclus valentinus;-  Plante annuelle à tige de 1-4 dm dressée, velue ou glabrescente  - feuilles bipennatiséquées à lobes étroits, mucronulés  - involucre à folioles toutes lancéolées, non appendiculées  - écailles du réceptacle oblongues-spatulées à sommet subarrondi, poilu  - akènes plans, les extérieurs offrant une aile hyaline, très mince, large, prolongée de chaque coté au sommet en deux lobes obtus, divariqués, surmontées d'une demi-couronne laciniée, les intérieurs très étroitement bordés  - capitules hémisphériques larges de 10-15 mm de diamètre, terminant les rameaux à la fin épaissis au sommet  - fleurs jaunes toutes tubuleuses ou ligules de la circonférence, très courtes, peu apparentes.
Anagyris foetida;- .  Arbrisseau de 1 à 3 mètres, fétide, à jeunes rameaux pubescents-blanchâtres  - feuilles caduques, trifoliolées, pétiolées, à folioles sessiles, elliptiques, entières, glabres en dessus, pubescentes en dessous  - stipules soudées ensemble  - fleurs jaunes tachées de noir, grandes, en grappes latérales courtes, feuillées à la base  - calice persistant, en cloche, à 5 dents presque égales  - étendard plus court que les autres pétales  - 10 étamines, libres  - style filiforme, stigmate en tête  - gousse pendante, de 10-18 cm sur 2, bosselée, ondulée aux bords, glabre, fauve, à 3-8 graines grosses, en rein, violettes.
Anarrhinum bellidifolium;"-  Plante bisannuelle ou vivace de 20-80 cm, glabre, à tiges dressées, simples ou rameuses, densément feuillées  - feuilles radicales obovales ou spatulées, irrégulièrement incisées-dentées, les caulinaires très rapprochées et divisées dès la base en segments linéaires entiers  - fleurs d'un bleu pâle ou violacées, petites, en longues grappes effilées multiflores et assez serrées  - bractées atteignant à peine la base du calice  - calice à lobes linéaires, 3-4 fois plus court que la corolle  - corolle de 3-5 mm, à tube cylindrique, à éperon grêle presque appliqué sur le tube  - capsule globuleuse, dépassant peu le calice.
Varie (dans les Pyrénées-Orientales et l'Ariège) à fleurs blanchâtres, feuilles caulinaires plus larges (var. lanceolatum Rouy, A. lusitanicum Jord. et F.)."
Anarrhinum corsicum;-  Plante vivace de 20-50 cm, glabre, à tiges grêles, un peu flexueuses, lâchement feuillées  - feuilles radicales oblongues-spatulées, faiblement dentées, les caulinaires écartées, la plupart simples et linéaires ou divisées dès la base en 3 segments linéaires  - fleurs bleu-cendré ou violacées, petites, en longues grappes lâches souvent disposées en panicule  - bractées atteignant environ le sommet du calice  - calice court, à lobes linéaires égalant le tiers de la corolle  - corolle à tube renflé à la base, à éperon en sac ou en bosse  - capsule globuleuse, 1 fois plus longue que le calice.
Anchusa azurea;Plante vivace de 30 à 80 cm, hérissée de soies raides très étalées, à tige dressée, rameuse. Feuilles oblongues et lancéolées, entières, les inférieures atténuées en pétiole, les supérieures sessiles. Fleurs d'un bleue intense (ou roses), assez grandes (>10mm), en grappes d'abord compactes, rapprochées en panicule terminale. Pédicelles aussi longs que les sépales et les bractées linéaires-lancéolées, épaissis et dressés à la maturité. Corolle longue de 10 à 13 mm, à tube ne dépassant pas le calice. Ecailles saillantes, découpées en lanières filiformes réunies en pinceau. Carpelles grisâtres, dressés, deux fois aussi longs que larges.
Anchusa crispa;-  Plante bisannuelle de 10-25 cm, hérissée de soies raides très étalées, à tiges nombreuses, décombantes, très rameuses, à rameaux divariqués  - feuilles sinuées-crispées, lancéolées-oblongues, les inférieures atténuées en pétiole, les autres sessiles  - fleurs bleues, petites, en grappes déjà lâches pendant la floraison, allongées, étalées  - bractées lancéolées, aussi longues ou plus longues que le calice  - pédicelles plus courts que le calice petit à dents lancéolées, étalés à la maturité  - corolle de 5-7 mm, à tube droit, égalant le calice  - écailles ciliées  - carpelles mûrs grisâtres, petites, à peine arqués vers l'axe de la fleur.
Anchusa officinalis;-  Plante vivace de 3060 cm, hérissée de poils étalés, à tiges dressées, rameuses  - feuilles oblongues et lancéolées, entières, les inférieures atténuées en pétiole, les supérieures sessiles  - fleurs bleues ou pourpres, assez grandes, en grappes devenant lâches dressées-étalées  - pédicelles bien plus courts que les sépales lancéolés et que les bractées ovales-lancéolées, arquées en dehors à la maturité  - corolle longue de 12-15 mm, à tube égalant ou dépassant le calice  - écailles ovales, veloutées  - carpelles noirs, arqués, aussi larges que longs.
Anchusa procera;Cette espèce annuelle (pouvant devenir pérennante en cas de mutilation), robuste et couverte de soies raides piquantes, mesure 0,6 à 2 mètres de hauteur (souvent plus de 1m). Elle présente généralement une seule tige dressée. Ses feuilles sont planes à ondulées-crispées, les caulinaires médianes larges de 7 à 20 mm. Les inflorescences, larges, composées de 10 à 50 cymes denses, sont munies de bractées. Les fleurs possèdent une corolle bleu roi large de 5 à 9 mm dont la gorge du tube est fermée par des écailles. Les calices fructifères sont longs de 4 à 6 mm, généralement contigus (ou peu espacés), dressés, et à pédicelle < 3 mm. Les fruits (nucules) sont plus larges que hauts, surmontés d'une crête.
Andromeda polifolia;-  Petit sous-arbrisseau de 10-40 cm, très glabre, à tiges grêles, radicantes, puis ascendantes  - feuilles persistantes, alternes, elliptiques-oblongues ou lancéolées-linéaires, mucronées, roulées par les bords, subsessiles, entières, coriaces, vertes et luisantes en dessus, blanches-glauques en dessous  - fleurs d'un blanc rosé, penchées, 2-8 en ombelles terminales  - pédoncules 3-4 fois plus longs que la fleur  - calice à 5 lobes ovales-lancéolés, glabres  - corolle caduque, en grelot subglobuleux, à 5 dents courtes  - 10 étamines, à anthères 5 ouvrant au sommet par 2 trous et munies de 2 cornes  - capsule globuleuse, glabre et glauque, à 5 loges et 5 valves.
Andropogon distachyos;"Plante vivace haute de 30 à 80 cm, velue sur les feuilles, à souche fibreuse. Tiges dressées, simples. Feuilles planes, étroites (2 à 3 mm), à ligule ovale entourée de longs poils. Inflorescence formée de 2 épis terminaux, dressés, subsessiles, longs de 5 à 8 cm, non unilatéraux, verdâtres, à axe articulé fragile, velu d'un côté ; épillets géminés, l'un stérile, pédicellé, brièvement aristé, l'autre fertile, sessile, long de 12 mm à glumes inégales, la supérieure plus courte à arête fine, la glumelle inférieure bifide portant une arête scabre et genouillée, longue de 2 à 2,5 cm."
Androsace adfinis;Petite plante vivace de 3 à 12 cm, à hampe et pédicelle pubescents à poils courts, à souche rameuse. Rosette basale de feuilles linéaires-lancéolées, dont la largeur maximale est en dessous de la moitié, aiguës, entières. Ombelle de 2 à 10 fleurs roses ou blanches, petites, à lobes arrondis ou émarginés et calice glabrescent.
Androsace alpina;Plante vivace, naine, lâchement gazonnante, à souche grêle. Feuilles petites, lancéolées, aiguës ou subobtuses, entières, planes, étalées, ne persistant pas sur les tiges, rapprochées en rosettes d'un vert cendré au sommet des rameaux, pubescentes à poils courts, étoilés. Fleurs solitaires, subsessiles à pédoncules un peu renflés sous le calice, munis de poils épars, courts, étoilés. Calice pubescent, à lobes triangulaires-aigus. Corolle rose ou blanchâtre à gorge jaune, petite (environ 5 mm de diamètre), dépassant de moitié le calice. Capsule débordant le calice.
Androsace brigantiaca;Plante vivace de 4 à 12 cm, pubérulente, à souche rameuse, gazonnante. Feuilles linéaires très étroites en rosette basale.
Androsace chaixii;Plante bisannuelle de 8 à 20 cm, glabrescente, non gazonnante. Feuilles en rosette radicale, oblongues-lancéolées, denticulées, pubérulentes. Hampes allongées, la centrale dressée, les latérales étalées, presque glabres. Pédicelles souvent flexueux, étalés ou divariqués, inégaux, 3 à 8 fois plus longs que l'involucre très court composé de bractées lancéolées-aiguës. Fleurs roses, petites, réunies par 4 à 10 en ombelles étalées. Calice accrescent, en toupie très large, glabre, à lobes triangulaires, plus courts que le tube. Corolle 1 à 2 fois plus longue que le calice. Capsule égalant le calice.
Androsace chamaejasme;-  Voisin du précédent. Plante vivace de 4-10 cm, velue-grisâtre, à souche rameuse, gazonnante  - feuilles oblongues-lancéolées, aiguës, entières, vertes et glabres sur les faces, longuement ciliées, réunies en rosettes étalées  - hampes allongées, hérissées de poils laineux plus longs que leur largeur  - involucre à folioles lancéolées, plus courtes que les pédicelles à la fin de la floraison  - fleurs blanches ou rosées, 3-6 en ombelles très petites  - calice vert, velu, à lobes ovales  - corolle dépassant le calice, à lobes entiers  - capsule plus courte que le calice.
Androsace elongata;"Plante annuelle de 2 à 6 cm, pubérulente, à racine très grêle ; feuilles petites, en rosette radicale, oblongues-lancéolées, dentelées, glabrescentes ; hampes courtes, filiformes, dressées, pubérulentes ; pédicelles capillaires, flexueux, divariqués, très inégaux, trois à huit fois plus longs que l'involucre très court à folioles lancéolées-aiguës ; fleurs blanches ou rosées, très petites, 3 à 8 en ombelles très étalées ; calice petit, non accrescent, en toupie, pubérulent, à lobes acuminés, verts, égalant le tube ; corolle et capsule plus courtes que le calice."
Androsace halleri;Plante vivace de 4 à 12 cm, pubérulente, à souche rameuse, gazonnante.
Androsace helvetica;Plante vivace, naine, en touffes très compactes, formées de petites colonnes longues de 1 à 3 cm sur 4 à 7 mm de large, plus étroites à la base qu'au sommet. Feuilles très petites, ascendantes, étroitement imbriquées, lancéolées à oblongues, obtuses, entières, vertes et hérissées de poils blancs étalés ou réfléchis. Fleurs solitaires, sessiles ou subsessiles, étalées sur les rosettes supérieures. Calice pubescent-hérissé, à lobes aigus. Corolle blanche à gorge jaune, dépassant le calice. Capsule dépassant le calice.
Androsace lactea;"Plante vivace de 5 à 20 cm, glabre, à souche rameuse, gazonnante ; feuilles linéaires-allongées, subobtuses, entières, vertes et glabres, réunies en rosettes étalées, les unes sessiles, les autres portées sur des rameaux rougeâtres, dressés, nus, pubérulents, plus épais que les hampes ; hampes allongées, très grêles, vertes et glabres ; involucre très petit, à folioles lancéolées, 5 à 8 fois plus courtes que les pédicelles filiformes ; fleurs d'un blanc de lait, assez grandes (8 à 10 mm. de diamètre), 1 à 5 en ombelles très lâches ; calice glabre, à lobes verts, lancéolés ; corolle dépassant le calice, à lobes échancrés ; capsule égalant le calice."
Androsace laggeri;-  Plante vivace de 4-12 cm, pubérulente, à souche rameuse, gazonnante  - feuilles linéaires étroites, aiguës, entières, vertes, presque glabres, en rosettes épaisses  - hampes allongées, un peu épaisses, pubérulentes  - involucre assez grand, à folioles ovales-aiguës, d'abord plus longues, à la fin plus courtes que les pédicelles  - fleurs roses ou blanches, petites, 2-10 en petites ombelles serrées  - calice glabrescent, à lobes verts, lancéolés  - corolle dépassant le calice, à lobes entiers  - capsule égalant le calice.
Androsace maxima;-  Plante annuelle de 5-15 cm, un peu velue, à racine grêle  - feuilles grandes, en rosette radicale, obovales en coin, dentées dans le haut, glabrescentes  - hampes basses, un peu épaisses, la centrale dressée, les latérales étalées, pubescentes  - pédicelles courts, dressés, presque égaux, dépassant peu ou point l'involucre foliacé à folioles obovales  - fleurs blanches ou rosées, 3-8 en ombelles dressées  - calice grand, très accrescent, velu, à lobes ovales-lancéolés, plus longs que le tube globuleux  - corolle et capsule plus courtes que le calice.
Androsace obtusifolia;-  Voisin du précédent. Plante vivace de 5-15 cm, pubérulente, à souche rameuse, gazonnante  - feuilles oblongues-lancéolées ou subspatulées, obtuses, larges de 3 5 mm, entières, presque glabres sur les faces, ciliées, en rosettes planes  - hampes allongées, brièvement pubescentes  - involucre à folioles lancéolées, d'abord plus longues, à la fin plus courtes que les pédicelles  - fleurs blanches ou rosées petites, 2-5 par ombelle  - calice pubérulent, à lobes verts, lancéolés  - corolle dépassant le calice, à lobes entiers  - capsule débordant le calice.
Androsace puberula;Description de Androsace carnea L. de la Flore Coste, taxon n° 2431 : Petite plante vivace de 4 à 12 cm, pubérulente, à souche rameuse, gazonnante. Rosette basale de feuilles linéaires étroites, aiguës, entières, vertes, presque glabres, en rosettes épaisses. Hampes florales allongées, un peu épaisses, pubérulentes. Involucre assez grand, à folioles ovales-aiguës, d'abord plus longues, à la fin plus courtes que les pédicelles. Fleurs roses ou blanches, petites, 2 à 10 en petites ombelles serrées avec calice glabrescent, à lobes verts, lancéolés et corolle dépassant le calice, à lobes entiers. Capsule égalant le calice.
Androsace villosa;-  Plante vivace de 4-10 cm, velue-blanchâtre, à souche rameuse, gazonnante  - feuilles lancéolées-oblongues, obtuses ou subaiguës, entières, velues-soyeuses en dessous et aux bords, réunies en rosettes subglobuleuses au sommet des rameaux nus  - hampes allongées, hérissées de poils laineux plus longs que leur largeur  - involucre à folioles lancéolées, plus longues que les pédicelles  - fleurs blanches ou roses, 3-6 en petites ombelles serrées  - calice velu, à lobes ovales  - corolle dépassant le calice, à lobes entiers  - capsule plus courte que le calice.
Androsace vitaliana;"Plante vivace, naine, glabrescente, à tiges rameuses, couchées, densément gazonnantes ; feuilles sessiles, linéaires-lancéolées, entières, pubérulentes, en rosettes superposées et distantes ; fleurs jaunes, verdissant sur le sec, solitaires sur des pédoncules paraissant terminaux, plus courts ou à peine plus longs que les feuilles ; calice à 5 dents aiguës ; corolle en entonnoir, à tube une fois plus long que le calice, à gorge dilatée, ouverte, garnie de glandes, à 5 lobes entiers ; capsule ovoïde, plus courte que le calice, fendue jusque près de la base, contenant 2 grosses graines noires."
Andryala ragusina;-  Plante vivace de 8-20 cm, très rameuse, à rameaux très grêles, étalés, presque divariqués, peu feuillés  - feuilles nombreuses et rapprochées à la base des tiges, petites, sinuées-lobées ou entières, obtuses, les supérieures très petites, entières  - capitules d'un tiers plus petits que dans A. lyrata, en corymbe très lâche, à rameaux grêles et divariqués  - involucre plus finement tomenteux, ainsi que toute la plante.
Anemonastrum narcissiflorum;-   Souche brune, fibreuse  - hampe de 20-50 cm, poilue, pluriflore  - feuilles palmatiséquées, à 3-5 segments trifides, découpés en lanières lancéolées-linéaires  - folioles de l'involucre sessiles, divisées en lanières étroites  - fleurs blanches, 2-6 en ombelle simple  - sépales 5-8, glabres  - carpelles glabres, grands, ovales-comprimés, à bec plus court que la moitié du carpelle.
Anemonastrum narcissiflorum subsp. narcissiflorum;-   Souche brune, fibreuse  - hampe de 20-50 cm, poilue, pluriflore  - feuilles palmatiséquées, à 3-5 segments trifides, découpés en lanières lancéolées-linéaires  - folioles de l'involucre sessiles, divisées en lanières étroites  - fleurs blanches, 2-6 en ombelle simple  - sépales 5-8, glabres  - carpelles glabres, grands, ovales-comprimés, à bec plus court que la moitié du carpelle.
Anemone apennina;-   Souche courte, tubéreuse, noirâtre  - hampe de 10-25 cm, grêle, glabrescente  - feuilles alternées, à folioles incisées-dentées  - folioles de l'involucre pétiolées, semblables aux feuilles  - pédoncules toujours dressés  - fleurs bleues, solitaires  - sépales 10-15, étroits, presque linéaires, légèrement pubescents en dehors à la base  - carpelles brièvement pubescents, elliptiques, à bec glabre, recourbé, égalant le quart de leur longueur.
Anemone baldensis;-   Souche allongée, grêle, noirâtre  - hampe de 5-10 cm, velue - feuilles glabrescentes, assez petites, biternées, à folioles tripartites, incisées-trifides  - folioles de l'involucre pétiolées, semblables aux feuilles  - pédoncules toujours dressés  - fleurs blanches, rougeâtres en dehors, assez petites, solitaires  - sépales 5-8, ovales, pubescents en dehors  - carpelles laineux, nombreux, en tête serrée, à bec glabre et court.
Anemone blanda;"
        Haut. 7-25 cm. Rhizome bulbeux. Feuilles toutes basales. Tige dressée, munie d’un verticille de 3 bractées tripartites sessiles ou brièvement pétiolées. Feuilles et tépales glabres dessous. Tépales 10-20, bleu-violet, parfois blancs ou roses, linéaires-lancéolés. Fleurs 2-4 cm de diamètre. Pédoncule à longs poils étalés. Infrutescence penchée à maturité."
Anemone coronaria;- .  Souche tubéreuse, brune  - hampe 20-40 cm, un peu poilue dans le haut, uniflore  - feuilles tripennées, à segments profondément découpés en lanières divergentes - folioles de l'involucre sessiles, profondément divisées  - fleurs bleues, violettes, ronges ou blanches, grandes, solitaires  - sépales 5-8, larges, ovales ou arrondis, aigus ou obtus  - carpelles laineux, à bec court et glabre.
Anemone hortensis;-   Souche tubéreuse brune  - hampe de 20-40 cm, pubescente, uniflore  - feuilles palmées, à 2-5 lobes en coin, incisées-dentés  - folioles de l'involucre sessiles, peu ou point divisées  - fleurs rouges, roses, violettes ou blanches, grandes, solitaires  - sépales 8-15, souvent étroits, très aigus ou presque obtus, pubescents en dehors  - carpelles laineux, ovales-oblongs, à bec glabre, un peu plus court qu'eux.
Anemone nemorosa;-   Souche horizontale, allongée, charnue, cassante  - hampe de 10-30 cm, grêle, légèrement pubescente  - feuilles 1-2, naissant loin de la hampe, palmatiséquées, à 3-5 segments pétiolulés, incisés-dentés  - folioles de l'involucre à pétiole égalant la moitié du limbe, semblables aux feuilles  - pédoncules à la fin recourbés  - fleurs blanches, roses ou purpurines, solitaires  - sépales 5-8, ovales, glabres  - carpelles pubescents, étalés, à bec glabre n'égalant pas la moitié de leur longueur.
Anemone palmata;-   Souche tubéreuse, brune  - hampe de, 10-30 cm, poilue, uniflore  - feuilles palmées, en rein suborbiculaire, à 3-5 lobes obtus, peu profonds, dentés  - folioles de l'involucre sessiles, à 3-5 divisions lancéolées-linéaires  - fleurs d'un jaune pâle, assez petites, solitaires  - sépales 8-12, oblongs, obtus, les extérieurs velus  - carpelles laineux, ovales-oblongs, à bec glabre, un peu plus court qu'eux.
Anemone ranunculoides;-   Souche horizontale, allongée, charnue, cassante  - hampe de 10-30 cm, grêle, glabrescente  - feuilles 1-2, naissant loin de la hampe, palmatiséquées, à 3-5 segments pétiolulés, incisés-dentés  - folioles de l'involucre brièvement pétiolés, semblables aux feuilles  - pédoncules à la fin recourbés  - fleurs jaunes, solitaires ou 2-3 en ombelle  - sépales 5-8, ovales, pubescents en dehors - carpelles pubescents, étalés, à bec glabre presque aussi long qu'eux.
Anemone sylvestris;-   Souche courte, tronquée, à racines fasciculées  - hampe de 20-50 cm, grêle, velue  - feuilles velues, palmatiséquées, à 5 segments rhomboïdaux, bi-trifides, incisés-dentés  - folioles de l'involucre pétiolées, semblables aux feuilles  - pédoncules toujours dressés  - fleurs blanches, grandes, solitaires  - sépales 5-8, ovales, pubescents-soyeux en dehors  - carpelle laineux, nombreux, en tête serrée, à bec glabre et très court.
Anethum graveolens;- .  Plante annuelle de 20-50 cm, glabre, glaucescente, fétide, à racine pivotante  - tige grêle, striée, creuse  - feuilles tripennatiséquées, toutes finement divisées en lanières filiformes, les supérieures sessiles sur une gaine plus courte que le limbe  - fleurs jaunes, en ombelles à 15-30 rayons inégaux  - involucre et involucelle nuls  - calice à limbe nul  - pétales entiers, suborbiculaires-tronqués, à pointe courbée en dedans  - fruit ovale-elliptique, comprimé par le dos, entouré d'un large rebord plan  - méricarpes à 5 côtes, les trois dorsales saillantes, filiformes, carénées, les deux marginales dilatées en aile aplanie  - graine à face commissurale plane.
Angelica heterocarpa;-  Plante vivace de 1 à 2 mètres, à tige très creuse, lisse, cannelée et rude-pubescente dans le haut  - feuilles très amples, bi-tripennées, à folioles lancéolées ou ovales-lancéolées, atténuées ou en coin à la base, finement dentées en scie, à dents terminées en pointe scarieuse  - fleurs blanches  - ombelles grandes, à 25-35 rayons pubescents  - involucre nul ou à 1-3 folioles plus ou moins caduques  - pétales à pointe courbée en dedans  - fruit long de 4-6 mm sur 2-3 de large, variable, ovale ou elliptique, à côtes obtuses, les marginales un peu plus grandes ou dilatées en forme d'ailes épaissies, plus étroites que le méricarpe.
Angelica razulii;-  Plante vivace de 50 cm à 1 mètre, à tige creuse, striée, rameuse  - feuilles inférieures grandes, bipennées, à folioles rapprochées, lancéolées-aiguës, décurrentes à la base, finement dentées en scie  - fleurs rosées ou blanches  - ombelles grandes, à 25-40 rayons cendrés-pubescents  - involucre à 1-5 folioles longuement linéaires, à la fin caduques  - pétales à pointe roulée en dedans  - fruit ovale-oblong, à peine échancré à la base, à ailes marginales membraneuses, aussi larges que le méricarpe.
Angelica sylvestris;"- .  Plante bisannuelle ou vivace, dépassant souvent 1 mètre  - tige glauque ou rougeâtre, épaisse, creuse, striée, rameuse dans le haut  - feuilles très amples, bi-tripennées, à folioles écartées, grandes, ovales-lancéolées, dentées en scie, les supérieures non décurrentes  - fleurs blanches ou rosées  - ombelles grandes, à 20-30 rayons pubescents  - involucre ordinairement nul  - pétales à pointe dressée  - fruits longs de 5 mm sur 4 de large, tous de même forme, ovales, à ailes marginales membraneuses, plus ou moins ondulées, plus larges que le méricarpe. 
Varie à folioles inférieures sessiles, les supérieures décurrentes, toutes finement dentées (var. elatior G. G. - A. montana Schl.)."
Angelica sylvestris subsp. bernardae;Plante haute de 60 cm à 1,5 m. Cette sous-espèce est caractérisée par des feuilles à majorité de segments foliaires plus de 2,5 fois plus longs que larges, des ombellules possédant généralement plus de 10 bractéoles, et des fruits dont le corps est généralement large de 1,7 à 2,1 mm à maturité.
Anisantha fasciculata;-  Plante annuelle de 8-25 cm, finement pubescente, à racine fibreuse  - tiges grêles, glabres, longuement nues au sommet  - feuilles étroites, courtes, pubérulentes  - ligule ovale  - panicule violette, petite (2-5 cm), obovale en coin, très dense, à rameaux ou pédicelles très courts et dressés  - épillets très rapprochés, longs de 2-3 cm oblongs en coin, comprimés, à 5-9 fleurs aristées divergentes  - glumes inégales, à 1-3 nervures  - glumelles inégales, l'inférieure étroite, linéaire en alêne, un peu carénée, faiblement nervée, à arête à la fin étalée et un peu tordue, aussi longue qu'elle.
Anisantha madritensis;-  Plante annuelle de 10-50 cm, finement pubescente, à racine fibreuse  - tiges grêles, glabres ou pubérulentes et brièvement nues au sommet  - feuilles étroites, peu poilues, rudes  - ligule ovale-oblongue  - panicule violacée, ovale-oblongue, peu dense, dressée ou inclinée, à rameaux courts, dressés-étalés, réunis par 2-6  - épillets de 3-5 cm, oblongs en coin, scabres, dressés, à 7-11 fleurs aristées divergentes  - glumes très inégales, à 1-3 nervures  - glumelles inégales, l'inférieure lancéolée en alêne, carénée, faiblement nervée, bifide, à arête fine aussi longue quelle.
Anisantha rigida;-  Plante annuelle de 30-80 cm, velue, à racine fibreuse  - tiges raides, pubescentes au sommet  - feuilles velues, rudes aux bords  - ligule oblongue  - panicule d'un vert blanchâtre ou violacé, assez courte, peu lâche, dressée ou penchée au sommet, à rameaux courts ou assez longs, droits, pubescents, réunis par 2-6  - épillets très grands (5-8 cm), oblongs en coin, très scabres, dressés ou un peu inclinés, à 5-9 fleurs aristées divergentes  - glumes assez inégales, à 1-3 nervures  - glumelles inégales, l'inférieure lancéolée, carénée, à 5-7 nervures saillantes, bifide, à forte arête droite 2 fois plus longue quelle.
Anisantha rubens;-  Plante annuelle de 20-60 cm, mollement pubescente, à racine fibreuse  - tiges raides, pubescentes et longuement nues au sommet  - feuilles pubescentes, rudes  - ligule ovale-oblongue  - panicule violacée-rougeâtre, courte, obovale, très dense, dressée, à rameaux et pédicelles très courts et dressés  - épillets très rapprochés, longs de 3-5 cm, oblongs en coin, peu comprimés, à 5-9 fleurs aristées divergentes  - glumes inégales, à 1-3 nervures  - glumelles inégales, l'inférieure lancéolée en alêne, carénée, à 5-7 nervures, bifide, à arête droite un peu plus longue qu'elle.
Anisantha sterilis;-  Europe  - Asie tempérée  - Afrique septentrionale. = Mai-août.
